name,lat,lon,radius,category,source,distance_from_center
비엣하노이,37.5147548,126.897598,2.5km,dining,osm,2422.372844115639
유리빌딩,37.4726675,126.8895341,2.5km,other,osm,2423.64594627554
갈산문화예술센터,37.5109749,126.8698425,2.5km,other,osm,2426.0432548266926
세웅빌딩,37.472629,126.8893409,2.5km,other,osm,2426.874123660224
전송원 마포돼지갈비,37.5162327,126.8891133,2.5km,dining,osm,2428.6500337630487
기차놀이터,37.5124598,126.9032737,2.5km,nature,osm,2428.8199092258405
소문난식당,37.516195,126.8899684,2.5km,dining,osm,2429.364684073621
육전한우국밥,37.5142852,126.8992493,2.5km,dining,osm,2430.777539168392
늘푸른장로교회,37.4911991,126.860501,2.5km,religious,osm,2430.8133343238796
월하정,37.5143482,126.8990812,2.5km,dining,osm,2431.0128631386146
신정교하부,37.5159454,126.8828888,2.5km,other,osm,2431.8892033692696
서울문성초등학교,37.4745551,126.899314,2.5km,social,osm,2432.8437594369225
죠스 떡볶이 신대방역점,37.4869702,126.9136816,2.5km,dining,osm,2432.9144068225974
유아이씨아름다운치과,37.5147,126.89812,2.5km,health,osm,2433.6118042483145
목동남로 소공원,37.5061368,126.8644168,2.5km,nature,osm,2436.388294066606
인지삼겹살,37.5139401,126.9003209,2.5km,dining,osm,2437.472482817453
신림푸르지오아파트,37.4807205,126.9093247,2.5km,other,osm,2437.6995074265706
중앙경비실,37.4955525,126.9153477,2.5km,other,osm,2437.7476983511747
한울중학교,37.4787082,126.9070304,2.5km,social,osm,2438.142406320141
영일분식,37.5162887,126.8897329,2.5km,dining,osm,2438.1740051719426
제니스치과,37.48714,126.91383,2.5km,health,osm,2438.897186377487
률's,37.4857824,126.9131751,2.5km,dining,osm,2439.856454152592
세븐일레븐,37.5132867,126.8735315,2.5km,shopping,osm,2444.5527387114703
국수집,37.4749565,126.9006476,2.5km,dining,osm,2444.8860863755185
김굴아굴국밥,37.5144234,126.8993143,2.5km,dining,osm,2447.1354537223574
수도여자고등학교,37.4930378,126.9154505,2.5km,social,osm,2448.4065589206393
커피랩스로스터리,37.5164289,126.8868674,2.5km,dining,osm,2448.74679533731
개웅장로교회,37.4931242,126.8600398,2.5km,religious,osm,2449.2044526574446
푸르지오,37.5113638,126.9055746,2.5km,tourism,osm,2453.9867595381343
신림4치안센터,37.487314,126.914108,2.5km,other,osm,2455.754045316318
한라시그마밸리,37.4728074,126.8818514,2.5km,other,osm,2458.7641915870895
교촌치킨 신림1호점,37.4859556,126.9135125,2.5km,dining,osm,2459.8163248363585
철산지구대,37.4780414,126.8690089,2.5km,other,osm,2459.9276698813264
말뚝곱창,37.4858988,126.9134898,2.5km,dining,osm,2460.391593489376
굽네치킨문래점,37.5165433,126.886502,2.5km,dining,osm,2462.6947231113772
올리브영,37.4858851,126.9135127,2.5km,shopping,osm,2462.8430654714584
서울식당,37.51653,126.8898542,2.5km,dining,osm,2465.718365806187
듬박이찌개 영등포점,37.5147244,126.8990379,2.5km,dining,osm,2467.6624977985243
집밥수연식당,37.4866568,126.9139561,2.5km,dining,osm,2467.675398582228
에이스하이테크시티 4동,37.5152092,126.8976288,2.5km,other,osm,2470.563324113002
우리불한증사우나,37.505937,126.911712,2.5km,nature,osm,2471.400496633419
송원마포돼지갈비,37.5166044,126.8894518,2.5km,dining,osm,2471.5620872849113
코코로,37.5165892,126.8897478,2.5km,dining,osm,2471.596606041913
아파트 주차장,37.4773817,126.8697185,2.5km,other,osm,2473.990868590176
스포츠서울,37.514484,126.8998883,2.5km,other,osm,2474.739494803853
목감천 농구장,37.4892755,126.8604562,2.5km,nature,osm,2475.255950319076
주공13단지 교육센타,37.4777877,126.8690787,2.5km,other,osm,2476.7836274774772
빈빈양꼬치,37.4855259,126.9135204,2.5km,dining,osm,2479.132562353554
순살만공격,37.5056785,126.912028,2.5km,dining,osm,2480.6540590810528
집우,37.4855543,126.913574,2.5km,dining,osm,2482.2139479730895
능이버섯백숙,37.516728,126.8888856,2.5km,dining,osm,2482.769762146267
모두의학교,37.4784088,126.9073715,2.5km,other,osm,2482.9935614222773
연세의원,37.5167151,126.8895055,2.5km,health,osm,2484.139104083353
메가MGC커피,37.4781482,126.8684497,2.5km,dining,osm,2484.7065120706484
광명동초등학교,37.4834496,126.8632148,2.5km,social,osm,2484.9024424712948
열정푸드,37.5056608,126.9121073,2.5km,dining,osm,2485.705411210908
스너그 로스터리,37.4781173,126.8684543,2.5km,dining,osm,2486.9316548397856
쓰리비플러스,37.4817391,126.9110137,2.5km,dining,osm,2489.9016040894207
반미362 문래스타점,37.5147779,126.8995062,2.5km,dining,osm,2490.0216556103755
서울갈산초등학교,37.5118363,126.8700094,2.5km,social,osm,2490.2225681028394
문래동자이아파트,37.5161552,126.8946152,2.5km,other,osm,2491.710409981575
신새별약국,37.5167805,126.8896053,2.5km,health,osm,2491.958924816223
캔다방 가산점,37.4723374,126.89266,2.5km,shopping,osm,2493.135503373523
삼해횟집,37.47285,126.89556,2.5km,dining,osm,2495.2237558756283
솔로몬문고,37.482807,126.911957,2.5km,social,osm,2495.470406137659
은탑로얄아파트,37.4721487,126.8914135,2.5km,other,osm,2497.209117194868
문래동돈까스,37.5168464,126.8892392,2.5km,dining,osm,2497.3676276140905
